Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Angola,AGO,Fixed telephone subscriptions,IT.MLT.MAIN,72000,48900,53300,53020,52740,52625,62279,65100,67200,64900,76800,80200,85043,94280,96760,98165,94294,114296,303179,281122,159485,208345,214950,287416,284925,304493,161070,171858,124726,119164
Angola,AGO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.587807837,0.386336304,0.407646656,0.392631764,0.378194485,0.365433143,0.418778918,0.423839135,0.423524011,0.395840974,0.453210902,0.45777779,0.469293925,0.502608334,0.497900492,0.487173609,0.451051723,0.526815672,1.346607515,1.203626644,0.658466753,0.829797565,0.82622928,1.066804089,1.021808589,1.055709859,0.54019943,0.557803272,0.391908386,0.362572305
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,2.200768802,2.858449577,3.480536838,4.0717165,5.300681138,6.482225737,8.899285515,12.5,17.22864878,24.26654372,27,30,34,38,42,47,52,58,63.4,67.78,70,73,..,..,..,..
Antigua and Barbuda,ATG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,73,47,65,72,65,76,85,81,87,122
Antigua and Barbuda,ATG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,681.585823,817.9271709,519.8712489,710.3048847,777.857004,694.6596702,804.0626322,890.7518994,841.2787437,895.8451321,1245.813251
Antigua and Barbuda,ATG,Mobile cellular subscriptions,IT.CEL.SETS,..,..,..,..,..,1300,1400,1500,8500,22000,25000,38205,46100,54000,86000,110177,112381,136592,134925,167970,176008,127381,114358,120041,176000,180000,184000,..,184000,184000
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,1.852564377,1.952471271,2.048508686,11.38281062,28.94127552,32.37838678,48.79621943,58.13366961,67.21768572,105.5668078,133.2184659,133.7455073,159.9494127,155.5403131,190.8142864,197.2012145,140.8941588,124.9595699,129.6871286,188.1025159,190.4217843,192.819567,..,189.4602442,187.8912273
Antigua and Barbuda,ATG,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,1662,5801,1541,2266,4986,16014,7119,6000,13070,15647,10754,10000,9261,9000,..,8000,8000
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,2.068810994,7.120849445,1.863271426,2.696784329,5.838612598,18.46079358,8.087199527,6.72246311,14.45652535,17.09755671,11.61815864,10.68764295,9.7972008,9.431391864,..,8.237401923,8.169183796
Antigua and Barbuda,ATG,Fixed telephone subscriptions,IT.MLT.MAIN,13670,16820,19210,24284,25890,28000,31000,34000,36500,38300,37264,38046,38000,38000,36480,37500,37900,38000,37350,36322,35484,33159,33133,19915,20000,22504,24000,..,27000,27000
Antigua and Barbuda,ATG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,21.57274291,26.08924943,29.20473722,36.13475388,37.7020533,39.90138657,43.23329242,46.43286354,48.87912794,50.38412966,48.2619282,48.59314132,47.91929382,47.3013344,44.77996686,45.342426,45.10508652,44.49805028,43.05674037,41.26187122,39.75664684,36.6766583,36.2045981,21.51530866,21.37528589,23.80695463,25.1503783,..,27.80123149,27.57099531
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.002992874,0.029527065,0.043705951,0.086277081,0.141954704,0.280339882,0.83076668,3.284481956,7.038683086,9.780807285,10.88212438,11.91369655,16.03668411,17.72058337,20.9272021,25.94663294,28.11262348,34,45,51,55.8,59.9,64.7,68.04306411,70.96898082,74.29490687,77.7,79.9,85.5
Argentina,ARG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1028,1404,2643,3117,3837,5317,32040,71731,83320,135647,167248
Argentina,ARG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.20321131,34.0268856,63.33076552,73.85742248,89.923716,123.2728413,735.0247651,1628.591391,1872.59091,3018.488825,3685.763129
Argentina,ARG,Mobile cellular subscriptions,IT.CEL.SETS,25000,46590,112000,241163,405395,667020,2009073,2670862,3848869,6487950,6741791,6566740,7842233,13512383,22156426,31510390,40401771,46508774,52482780,57082298,60722729,64327647,67361515,61234216,61842011,63719805,61897379,58598041,56352947,54763900
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.07557665,0.138952987,0.329701602,0.701000783,1.163985934,1.892449986,5.634374256,7.406006174,10.55432581,17.59645109,18.08631275,17.42684502,20.58984504,35.10441866,56.96774563,80.19976545,101.8079595,116.0393921,129.6422074,139.580018,146.9554555,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513,125.842106,121.1703997
Argentina,ARG,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,94000,148000,258849,542879,926722,1583713,2600000,3114741,3511026,4028238,4572023,5148583,6251020,6519458,6855837,7251673,7842778,8473655,8793181,9571562
Argentina,ARG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,0.252175334,0.392763085,0.679610106,1.410369414,2.382751765,4.030842244,6.551710192,7.771278857,8.672885869,9.850015718,11.0647814,12.33040075,14.81423726,15.29042819,15.91589272,16.66727115,17.84999661,19.10152239,19.63610555,21.17800217
Argentina,ARG,Fixed telephone subscriptions,IT.MLT.MAIN,3131235,3594533,3982435,4986887,5714158,6262637,6826799,7095464,7223168,7894205,8131435,7708568,8603869,8760566,9441673,9459794,9500000,9742833,9768135,9914208,9722525,9455639,9662084,9822465,10073125,10164849,9744368,9764014,7757243,7356165
Argentina,ARG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,9.465930046,10.72056444,11.72334998,14.49563859,16.4067133,17.76817383,19.14551663,19.67494022,19.80729103,21.41045972,21.81433339,20.45703346,22.58952641,22.75946267,24.27606446,24.07692383,23.93894108,24.30836853,24.12910642,24.24263527,23.52954345,22.64541879,22.89808781,23.03714445,23.38485831,23.36292528,22.17797517,22.01028152,17.32274615,16.27622308
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0.009117014,0.052743123,0.094572902,0.111650935,0.128659478,0.970737757,1.300470022,1.631094667,1.960405046,4.575217225,4.899008571,5.252983352,5.631787777,6.021253397,6.21,15.3,25,32,37.5,41.9,54.62280586,59.10083377,64.34602977,64.74488433,68.24505226,66.54394969,76.51
Armenia,ARM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,54,87,158,182,224,557,799,989,1416,1741
Armenia,ARM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.42639072,18.77257924,30.16393579,54.52801687,62.49135164,76.56656386,189.7043983,271.3267402,335.0564972,478.7458482,587.5337553
Armenia,ARM,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,300,5000,7831,8161,17486,25504,71349,114379,203309,318044,1259762,1876411,1442000,2191500,3865354,3211215,3322837,3346275,3459137,3464490,3434567,3488524,3579257,3618747,3488797
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0.009469036,0.159586912,0.251906995,0.264193651,0.569652439,0.836008414,2.351665042,3.789979363,6.775340585,10.66807457,42.58388328,63.98416023,49.59385999,75.88054674,134.3387369,111.6347151,115.2069146,115.4848446,118.7723634,118.4217138,116.9754675,118.4642306,121.259018,122.3487531,117.7357712
Armenia,ARM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,6,8,10,1000,1990,..,3900,13799,39888,93586,160573,212053,243058,272885,286319,299170,315319,347448,385704,430407
Armenia,ARM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,0.000196677,0.00026368,0.000331353,0.033325335,0.066750099,..,0.132986976,0.474580911,1.381119438,3.252541689,5.582161612,7.352142718,8.388287086,9.369734814,9.786833464,10.18921762,10.7076869,11.7709355,13.04053682,14.52486347
Armenia,ARM,Fixed telephone subscriptions,IT.MLT.MAIN,572100,578400,583460,587113,582800,579500,567800,556600,544197,533387,531456,542846,563679,578973,594404,603900,624700,626600,599900,592300,586943,583685,578450,572772,551366,531624,501013,477932,451571,427539
Armenia,ARM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,16.32119519,16.80019589,17.34883328,17.87979719,18.11429786,18.291022,18.12268978,17.90466522,17.61712931,17.37648436,17.42086291,17.89221939,18.67765742,19.29446933,19.9379526,20.41370284,21.30178564,21.55028618,20.77149897,20.58513498,20.40449318,20.23708895,19.96315556,19.66660589,18.84655653,18.10620259,17.01353339,16.19150706,15.26748038,14.42807762
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,2.768382663,..,..,4.506179098,15.44282295,17.1,18.8,20.8,23,25.4,28,30.9,52,58,62,69,74,78.9,83.78,88.66122693,93.54245387,97.17,..,..,..
Aruba,ABW,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,13,26,44,59,79,123,103,122,149,169
Aruba,ABW,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.52604141,127.388535,253.4977819,426.5012359,568.5322233,757.1473754,1172.936633,977.5913289,1152.617954,1401.561471,1582.900924
Aruba,ABW,Mobile cellular subscriptions,IT.CEL.SETS,0,20,..,..,1718,3000,3402,5380,12000,15000,53000,61800,69952,98389,103417,109030,113586,120806,128000,131800,..,135000,138800,139700,141000,..,..,..,141000,141000
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.029310471,..,..,2.138837707,3.605769231,3.981229008,6.16428154,13.48238863,16.51018679,57.05182028,65.05811016,72.10282734,99.64754854,103.3849507,108.1282107,112.2147359,119.1874346,126.1643093,129.636369,..,131.6302652,134.5495788,134.6194615,135.13384,..,..,..,132.6259947,132.0645149
Aruba,ABW,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,1399,6963,12274,13953,15996,18396,18800,19217,..,..,19200,19200,19000,..,..,..,19000,19000
Aruba,ABW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,1.442015317,7.052067614,12.27019624,13.83759446,15.8028887,18.14952939,18.53038293,18.90153341,..,..,18.61204548,18.50174417,18.20952454,..,..,..,17.87158794,17.79592754
Aruba,ABW,Fixed telephone subscriptions,IT.MLT.MAIN,19000,20400,21000,21500,27300,33576,33220,35064,36557,38100,37132,37132,37390,38003,38259,38651,38609,38461,36700,35040,..,36000,35000,35000,35000,..,..,..,35000,35000
Aruba,ABW,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,29.40175173,29.89668059,28.96391923,28.03129074,33.98735123,40.35576923,38.87608103,40.17553307,41.07297343,41.93587443,39.97072058,39.08960755,38.53963738,38.48911755,38.24714339,38.33131682,38.14289384,37.94569743,36.17367306,34.46478278,..,35.10140406,33.92820791,33.72713782,33.54386099,..,..,..,32.9213462,32.78197179
