,Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
15,Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.008811686,..,0.329598108,2.131430676,3.094467361,3.579992422,4.377871687,5.493573307,6.286818262,7.180321133,8.402314745,9.228640975,10.52684499,12.55565885,15.1407347,17.68495137,..
16,Albania,ALB,Fixed telephone subscriptions,IT.MLT.MAIN,41500,44848,43000,41500,42150,63850,86800,115675,140392,152687,197496,220000,255000,274557,278973,256000,300000,343591,363000,333066,338844,312000,281200,235734,226718,248640,246720,248631,242859,223469,..
17,Albania,ALB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1.265091551,1.381687465,1.345769074,1.318917826,1.354027195,2.060541517,2.800224018,3.718637906,4.495857267,4.879359002,6.310373122,7.037326942,8.178259108,8.842723032,9.037582488,8.357761831,9.887943235,11.44281871,12.20969187,11.29794442,11.57020165,10.70657933,9.683895874,8.139128994,7.843521202,8.614077281,8.554283747,8.62481528,8.429920057,7.765280178,..
18,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0.000360674,0.001768954,0.001738533,0.010268463,0.020238555,0.199523843,0.491705679,0.646114017,1.59164126,2.195359731,4.634475088,5.843942092,7.375984956,9.451190626,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.94552688,47.69105515,49.03846808,57.9,62.9,..
19,Algeria,DZA,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,18,46,68,94,152,309,2621,2855,2154,2106,..
20,Algeria,DZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.361337438830783,0.490979104529397,1.23047625396163,1.78289877579091,2.41498184858537,3.82601498891714,7.61995924283547,63.3257382715586,67.6085048420595,50.0312939472308,48.0262236864013,..
21,Algeria,DZA,Mobile cellular subscriptions,IT.CEL.SETS,4781,4781,4781,1348,4691,11700,17400,18000,72000,86000,100000,450244,1446927,4882414,13661355,20997954,27562721,27031472,32729824,32780165,35615926,37527703,39517045,43298174,43227643,47041321,45845665,47154264,45425533,45555673,..
22,Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.01810952,0.01768885,0.017300202,0.004777808,0.016312105,0.039977578,0.058501201,0.059616953,0.235114278,0.277041908,0.317949718,1.41341221,4.484626702,14.93450892,41.2110671,62.41774249,80.67065762,77.83184216,92.63014159,91.11307345,97.14817842,100.384679,103.6101395,111.2386102,108.8089403,116.0042077,110.7672465,111.6647921,105.510594,103.8873168,..
23,Algeria,DZA,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,18000,36000,135000,170000,287039,485000,818000,900000,980752,1154748,1280000,1599692,2269348,2859567,3210267,3067022,3582739,3790459,..
24,Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,0.055789463,0.110118134,0.40724321,0.505335721,0.840106639,1.39646274,2.315058456,2.501566606,2.675159149,3.08889162,3.35604493,4.109815688,5.712209454,7.051711073,7.756293558,7.262935415,8.321683753,8.643942434,..
25,Algeria,DZA,Fixed telephone subscriptions,IT.MLT.MAIN,883120,962247,1068094,1122409,1176316,1278142,1400343,1477000,1600000,1761327,1880000,1950000,2079464,2486720,2572000,2841297,3068409,3069140,2576165,2922731,3059336,3289363,3132829,3098787,3267592,3404709,4100982,4200919,4635217,4784306,..
26,Algeria,DZA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,3.345090822,3.560142792,3.864932497,3.978230633,4.090426297,4.367266837,4.708146417,4.891902209,5.224761739,5.673969674,5.977454694,6.121467046,6.445121129,7.606471312,7.758737297,8.445934518,8.980629012,8.836988975,7.29092001,8.123784742,8.344832016,8.798877164,8.213996003,7.961184669,8.224904208,8.396034839,9.90834104,9.948087553,10.76629082,10.91035826,..
27,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
28,American Samoa,ASM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,1,1,0,24,1,10,55,25,19,12,..
29,American Samoa,ASM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.4911917837529,17.9356111559501,17.9633189028005,0,430.176910254342,17.9192201555388,179.40759611762,988.90626966575,450.767205784245,343.505929997107,217.403119734768,..
30,American Samoa,ASM,Mobile cellular subscriptions,IT.CEL.SETS,0,700,900,1200,1250,1300,1400,1500,1800,1992,2156,2036,2100,2250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
31,American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,1.40291807,1.764014112,2.30348402,2.351347793,2.398037299,2.53526738,2.670417119,3.154961176,3.445115097,3.685848121,3.446174678,3.529174509,3.770044068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
32,American Samoa,ASM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
33,American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
34,American Samoa,ASM,Fixed telephone subscriptions,IT.MLT.MAIN,5500,6000,8000,9500,9800,10000,10100,10200,10200,10252,12587,14053,10713,10354,10400,10400,10400,10400,10400,10400,..,10000,10000,9900,10000,..,..,..,10000,10000,..
35,American Samoa,ASM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,11.2971141,12.02501203,15.68012544,18.23591516,18.43456669,18.44644076,18.29014324,18.15883641,17.87811333,17.73058231,21.51844634,23.78639133,18.00383168,17.34890501,17.46079715,17.59520869,17.81889831,18.08947332,18.34765274,18.5452665,..,17.96396429,17.94913216,17.74479755,17.91729377,..,..,..,18.07925947,18.1188962,..
36,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,1.526601023,3.050175385,6.886209218,7.635686143,10.53883561,..,11.26046872,13.54641288,26.83795439,37.60576622,48.936847,70.87,70.04,78.53,81,81,82.7,84.4,86.1,87.9,89.7,91.56746703,..,..,..,..
37,Andorra,AND,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,79,92,79,87,158,219,263,400,1557,751,..
38,Andorra,AND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,686.764392450328,943.306108802598,1116.13912916884,978.08592299121,1098.30457121937,2025.822830254,2833.30098971473,3415.71749548684,5194.26553085394,20182.5110828818,9719.79550896266,..
39,Andorra,AND,Mobile cellular subscriptions,IT.CEL.SETS,0,770,780,784,2825,5488,8618,14117,20600,23543,29429,32790,51893,58366,64560,69004,63503,64202,64549,65495,65044,63865,63931,66241,71336,76132,80337,82614,87909,94000,..
40,Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,1.307566907,1.279296715,1.250857571,4.424432263,8.527035426,13.39717382,22.00898008,32.00248563,36.00397614,43.70145973,46.81009008,70.90951327,76.5515975,81.8593328,85.1974862,76.80204151,76.55672414,76.42281236,77.5556845,77.66725972,77.48067987,79.14799317,83.62390012,91.44351438,98.49282637,104.3324113,107.2825494,113.9573773,121.6592247,..
41,Andorra,AND,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,1148,3601,6282,10341,14616,18526,20672,22941,24502,25763,26905,27734,28770,30694,32490,34284,35663,36358,37000,..
42,Andorra,AND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,1.638852803,4.920608893,8.239336866,13.11194796,18.04600398,22.40578588,24.65002027,27.16100541,29.01396109,30.762893,32.64100355,34.33530592,36.31979599,39.34573329,42.03267915,44.52409709,46.31197569,47.13126442,47.88714166,..
43,Andorra,AND,Fixed telephone subscriptions,IT.MLT.MAIN,23416,25302,26760,28362,29795,30964,31980,32946,33607,34215,34505,34922,35171,35040,35444,36507,37153,37375,37882,38171,38401,38320,38572,38237,38850,38694,38411,39375,39657,40000,..
44,Andorra,AND,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,41.31919324,42.96630893,43.88971806,45.25104903,46.66405638,48.11062772,49.71473876,51.36416077,52.20910362,52.32451445,51.23921534,49.85367386,48.05963215,45.95771471,44.94148376,45.07426568,44.93372357,44.56726527,44.85040787,45.20006158,45.85358281,46.48962112,47.75298982,48.27111711,49.80066914,50.05886386,49.88376774,51.1323793,51.40779342,51.76988287,..
45,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.000775929,0.005673746,0.018453724,0.071964087,0.105045562,0.136013867,0.270376746,0.370682065,0.464814618,1.143366827,1.5,1.7,1.9,2.3,2.8,4.7,7.7,13,21.4,22,23.2,26,29,32.4,36,..
46,Angola,AGO,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,45,80,119,160,227,240,322,345,469,660,..
47,Angola,AGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2844529345832,1.85791799232556,3.18624498041953,4.57414586666726,5.93873313385871,8.14075837440173,8.32105919317207,10.7992921701208,11.1977405101827,14.7367036520222,20.0813794861041,..
48,Angola,AGO,Mobile cellular subscriptions,IT.CEL.SETS,0,0,1100,1824,1994,3298,7052,9820,24000,25806,75000,140000,350000,740000,1611118,3054620,4961536,6773356,8109421,9403365,12073218,12785109,13285198,14052558,13884532,13001124,13323952,13288421,14830154,14645050,..
49,Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.00841297,0.013507362,0.014298821,0.022901634,0.047419338,0.063933952,0.151258575,0.157397106,0.442588771,0.799113349,1.931409682,3.944952979,8.290372521,15.15947895,23.73331666,31.21990351,36.01900945,40.26060095,49.84677338,50.92059955,51.06592034,52.15898327,49.79322295,45.07629005,44.68610714,43.13051888,46.59863797,44.55951073,..
50,Angola,AGO,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7458,11700,15942,15000,15000,15817,20512,22282,87750,153571,84724,96919,109561,119068,230610,..
51,Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.037012589,0.0559665,0.073480222,0.066624379,0.064222649,0.06530375,0.081695302,0.085648015,0.325702323,0.550742009,0.293747187,0.325048666,0.355604536,0.374130075,0.70166157,..
52,Angola,AGO,Fixed telephone subscriptions,IT.MLT.MAIN,72000,48900,53300,53020,52740,52625,62279,65100,67200,64900,76800,80200,85043,94280,96760,98165,94294,114296,303179,281122,159485,208345,214950,287416,284925,304493,161070,171858,124726,119164,..
53,Angola,AGO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.587807837,0.386336304,0.407646656,0.392631764,0.378194485,0.365433143,0.418778918,0.423839135,0.423524011,0.395840974,0.453210902,0.45777779,0.469293925,0.502608334,0.497900492,0.487173609,0.451051723,0.526815672,1.346607515,1.203626644,0.658466753,0.829797565,0.82622928,1.066804089,1.021808589,1.055709859,0.54019943,0.557803272,0.391908386,0.362572305,..
54,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,2.200768802,2.858449577,3.480536838,4.0717165,5.300681138,6.482225737,8.899285515,12.5,17.22864878,24.26654372,27,30,34,38,42,47,52,58,63.4,67.78,70,73,..,..,..,..,..
55,Antigua and Barbuda,ATG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,73,47,65,72,65,76,85,81,87,122,..
56,Antigua and Barbuda,ATG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,681.585823014881,817.927170868347,519.871248907717,710.304884712053,777.857003954106,694.659670196963,804.062632247143,890.751899397433,841.278743690409,895.845132059929,1245.81325055143,..
57,Antigua and Barbuda,ATG,Mobile cellular subscriptions,IT.CEL.SETS,..,..,..,..,..,1300,1400,1500,8500,22000,25000,38205,46100,54000,86000,110177,112381,136592,134925,167970,176008,127381,114358,120041,176000,180000,184000,..,184000,184000,..
58,Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,1.852564377,1.952471271,2.048508686,11.38281062,28.94127552,32.37838678,48.79621943,58.13366961,67.21768572,105.5668078,133.2184659,133.7455073,159.9494127,155.5403131,190.8142864,197.2012145,140.8941588,124.9595699,129.6871286,188.1025159,190.4217843,192.819567,..,189.4602442,187.8912273,..
59,Antigua and Barbuda,ATG,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,1662,5801,1541,2266,4986,16014,7119,6000,13070,15647,10754,10000,9261,9000,..,8000,8000,..
60,Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,2.068810994,7.120849445,1.863271426,2.696784329,5.838612598,18.46079358,8.087199527,6.72246311,14.45652535,17.09755671,11.61815864,10.68764295,9.7972008,9.431391864,..,8.237401923,8.169183796,..
61,Antigua and Barbuda,ATG,Fixed telephone subscriptions,IT.MLT.MAIN,13670,16820,19210,24284,25890,28000,31000,34000,36500,38300,37264,38046,38000,38000,36480,37500,37900,38000,37350,36322,35484,33159,33133,19915,20000,22504,24000,..,27000,27000,..
62,Antigua and Barbuda,ATG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,21.57274291,26.08924943,29.20473722,36.13475388,37.7020533,39.90138657,43.23329242,46.43286354,48.87912794,50.38412966,48.2619282,48.59314132,47.91929382,47.3013344,44.77996686,45.342426,45.10508652,44.49805028,43.05674037,41.26187122,39.75664684,36.6766583,36.2045981,21.51530866,21.37528589,23.80695463,25.1503783,..,27.80123149,27.57099531,..
63,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.002992874,0.029527065,0.043705951,0.086277081,0.141954704,0.280339882,0.83076668,3.284481956,7.038683086,9.780807285,10.88212438,11.91369655,16.03668411,17.72058337,20.9272021,25.94663294,28.11262348,34,45,51,55.8,59.9,64.7,68.04306411,70.96898082,74.29490687,77.7,79.9,85.5,..
64,Argentina,ARG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1028,1404,2643,3117,3837,5317,32040,71731,83320,135647,167248,..
65,Argentina,ARG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.203211310809,34.0268856020468,63.3307655179964,73.8574224754747,89.9237160032342,123.272841307535,735.024765104071,1628.59139070889,1872.59091022077,3018.48882540292,3685.76312946783,..
66,Argentina,ARG,Mobile cellular subscriptions,IT.CEL.SETS,25000,46590,112000,241163,405395,667020,2009073,2670862,3848869,6487950,6741791,6566740,7842233,13512383,22156426,31510390,40401771,46508774,52482780,57082298,60722729,64327647,67361515,61234216,61842011,63719805,61897379,58598041,56352947,54763900,..
67,Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.07557665,0.138952987,0.329701602,0.701000783,1.163985934,1.892449986,5.634374256,7.406006174,10.55432581,17.59645109,18.08631275,17.42684502,20.58984504,35.10441866,56.96774563,80.19976545,101.8079595,116.0393921,129.6422074,139.580018,146.9554555,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513,125.842106,121.1703997,..
68,Argentina,ARG,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,94000,148000,258849,542879,926722,1583713,2600000,3114741,3511026,4028238,4572023,5148583,6251020,6519458,6855837,7251673,7842778,8473655,8793181,9571562,..
69,Argentina,ARG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,0.252175334,0.392763085,0.679610106,1.410369414,2.382751765,4.030842244,6.551710192,7.771278857,8.672885869,9.850015718,11.0647814,12.33040075,14.81423726,15.29042819,15.91589272,16.66727115,17.84999661,19.10152239,19.63610555,21.17800217,..
70,Argentina,ARG,Fixed telephone subscriptions,IT.MLT.MAIN,3131235,3594533,3982435,4986887,5714158,6262637,6826799,7095464,7223168,7894205,8131435,7708568,8603869,8760566,9441673,9459794,9500000,9742833,9768135,9914208,9722525,9455639,9662084,9822465,10073125,10164849,9744368,9764014,7757243,7356165,..
71,Argentina,ARG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,9.465930046,10.72056444,11.72334998,14.49563859,16.4067133,17.76817383,19.14551663,19.67494022,19.80729103,21.41045972,21.81433339,20.45703346,22.58952641,22.75946267,24.27606446,24.07692383,23.93894108,24.30836853,24.12910642,24.24263527,23.52954345,22.64541879,22.89808781,23.03714445,23.38485831,23.36292528,22.17797517,22.01028152,17.32274615,16.27622308,..
72,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0.009117014,0.052743123,0.094572902,0.111650935,0.128659478,0.970737757,1.300470022,1.631094667,1.960405046,4.575217225,4.899008571,5.252983352,5.631787777,6.021253397,6.21,15.3,25,32,37.5,41.9,54.62280586,59.10083377,64.34602977,64.74488433,68.24505226,66.54394969,76.51,..
73,Armenia,ARM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,54,87,158,182,224,557,799,989,1416,1741,..
74,Armenia,ARM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.4263907241267,18.7725792411428,30.1639357903419,54.5280168746957,62.4913516432994,76.5665638601033,189.704398315207,271.32674021806,335.056497165571,478.745848164537,587.533755349729,..
75,Armenia,ARM,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,300,5000,7831,8161,17486,25504,71349,114379,203309,318044,1259762,1876411,1442000,2191500,3865354,3211215,3322837,3346275,3459137,3464490,3434567,3488524,3579257,3618747,3488797,..
76,Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0.009469036,0.159586912,0.251906995,0.264193651,0.569652439,0.836008414,2.351665042,3.789979363,6.775340585,10.66807457,42.58388328,63.98416023,49.59385999,75.88054674,134.3387369,111.6347151,115.2069146,115.4848446,118.7723634,118.4217138,116.9754675,118.4642306,121.259018,122.3487531,117.7357712,..
77,Armenia,ARM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,6,8,10,1000,1990,..,3900,13799,39888,93586,160573,212053,243058,272885,286319,299170,315319,347448,385704,430407,..
78,Armenia,ARM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,0.000196677,0.00026368,0.000331353,0.033325335,0.066750099,..,0.132986976,0.474580911,1.381119438,3.252541689,5.582161612,7.352142718,8.388287086,9.369734814,9.786833464,10.18921762,10.7076869,11.7709355,13.04053682,14.52486347,..
79,Armenia,ARM,Fixed telephone subscriptions,IT.MLT.MAIN,572100,578400,583460,587113,582800,579500,567800,556600,544197,533387,531456,542846,563679,578973,594404,603900,624700,626600,599900,592300,586943,583685,578450,572772,551366,531624,501013,477932,451571,427539,..
80,Armenia,ARM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,16.32119519,16.80019589,17.34883328,17.87979719,18.11429786,18.291022,18.12268978,17.90466522,17.61712931,17.37648436,17.42086291,17.89221939,18.67765742,19.29446933,19.9379526,20.41370284,21.30178564,21.55028618,20.77149897,20.58513498,20.40449318,20.23708895,19.96315556,19.66660589,18.84655653,18.10620259,17.01353339,16.19150706,15.26748038,14.42807762,..
81,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,2.768382663,..,..,4.506179098,15.44282295,17.1,18.8,20.8,23,25.4,28,30.9,52,58,62,69,74,78.9,83.78,88.66122693,93.54245387,97.17,..,..,..,..
82,Aruba,ABW,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,13,26,44,59,79,123,103,122,149,169,..
83,Aruba,ABW,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.5260414105149,127.388535031847,253.497781894408,426.501235884263,568.532223250077,757.147375382168,1172.93663281362,977.591328859825,1152.61795438656,1401.56147116922,1582.90092351498,..
84,Aruba,ABW,Mobile cellular subscriptions,IT.CEL.SETS,0,20,..,..,1718,3000,3402,5380,12000,15000,53000,61800,69952,98389,103417,109030,113586,120806,128000,131800,..,135000,138800,139700,141000,..,..,..,141000,141000,..
85,Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.029310471,..,..,2.138837707,3.605769231,3.981229008,6.16428154,13.48238863,16.51018679,57.05182028,65.05811016,72.10282734,99.64754854,103.3849507,108.1282107,112.2147359,119.1874346,126.1643093,129.636369,..,131.6302652,134.5495788,134.6194615,135.13384,..,..,..,132.6259947,132.0645149,..
86,Aruba,ABW,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,1399,6963,12274,13953,15996,18396,18800,19217,..,..,19200,19200,19000,..,..,..,19000,19000,..
